name,count,years,F,recent_count,recent_count_per_k,count_per_k,phonetic,phonetic_relative_f,other_spellings
dorian,33900,"[[1950, 5], [1951, 5], [1953, 5], [1954, 5], [1957, 5], [1959, 5], [1960, 10], [1961, 5], [1962, 10], [1963, 5], [1964, 10], [1965, 10], [1966, 5], [1967, 10], [1968, 10], [1969, 15], [1970, 20], [1971, 35], [1972, 45], [1973, 30], [1974, 45], [1975, 40], [1976, 50], [1977, 75], [1978, 55], [1979, 65], [1980, 75], [1981, 110], [1982, 125], [1983, 205], [1984, 250], [1985, 280], [1986, 350], [1987, 405], [1988, 525], [1989, 545], [1990, 600], [1991, 695], [1992, 755], [1993, 680], [1994, 735], [1995, 955], [1996, 1335], [1997, 1625], [1998, 1570], [1999, 1650], [2000, 2040], [2001, 1800], [2002, 1970], [2003, 1825], [2004, 1765], [2005, 1535], [2006, 1365], [2007, 1060], [2008, 950], [2009, 845], [2010, 755], [2011, 665], [2012, 575], [2013, 455], [2014, 380], [2015, 360], [2016, 315], [2017, 250], [2018, 205], [2019, 180], [2020, 155], [2021, 135], [2022, 115], [2023, 75], [2024, 75]]",0.0,1505.0,0.3128595676301563,0.9996697256363679,/dɔ.ʁjɑ̃/,0.0,"[{""name"": ""dorian"", ""relative_frequency"": 1.0}]"
dounia,9385,"[[1944, 5], [1965, 5], [1967, 5], [1968, 5], [1969, 5], [1970, 10], [1971, 10], [1972, 15], [1973, 20], [1974, 20], [1975, 25], [1976, 40], [1977, 30], [1978, 65], [1979, 65], [1980, 70], [1981, 100], [1982, 115], [1983, 130], [1984, 205], [1985, 165], [1986, 175], [1987, 155], [1988, 185], [1989, 190], [1990, 235], [1991, 235], [1992, 230], [1993, 240], [1994, 225], [1995, 255], [1996, 230], [1997, 240], [1998, 245], [1999, 270], [2000, 290], [2001, 290], [2002, 425], [2003, 375], [2004, 300], [2005, 260], [2006, 265], [2007, 270], [2008, 235], [2009, 220], [2010, 280], [2011, 175], [2012, 240], [2013, 230], [2014, 210], [2015, 175], [2016, 175], [2017, 140], [2018, 130], [2019, 105], [2020, 80], [2021, 85], [2022, 90], [2023, 65], [2024, 55]]",1.0,925.0,0.1922891030285014,0.27675222345419803,/du.nja/,1.0,"[{""name"": ""dounia"", ""relative_frequency"": 1.0}]"
dylan,68760,"[[1971, 5], [1973, 5], [1974, 5], [1975, 5], [1976, 10], [1977, 10], [1978, 10], [1979, 10], [1980, 15], [1981, 15], [1982, 10], [1983, 35], [1984, 45], [1985, 45], [1986, 40], [1987, 50], [1988, 175], [1989, 345], [1990, 330], [1991, 405], [1992, 620], [1993, 1660], [1994, 4635], [1995, 6360], [1996, 6910], [1997, 6215], [1998, 5260], [1999, 4385], [2000, 3925], [2001, 3365], [2002, 2890], [2003, 2480], [2004, 2365], [2005, 2025], [2006, 1970], [2007, 1625], [2008, 1340], [2009, 1220], [2010, 1145], [2011, 965], [2012, 845], [2013, 695], [2014, 605], [2015, 590], [2016, 540], [2017, 475], [2018, 410], [2019, 395], [2020, 310], [2021, 280], [2022, 275], [2023, 245], [2024, 165]]",7.271669575334496e-05,3095.0,0.6433889447277966,2.0276486824411992,/di.lan/,7.271669575334496e-05,"[{""name"": ""dylan"", ""relative_frequency"": 1.0}]"
eden,39055,"[[1977, 5], [1983, 5], [1984, 5], [1985, 10], [1986, 10], [1987, 25], [1988, 30], [1989, 30], [1990, 45], [1991, 40], [1992, 55], [1993, 40], [1994, 75], [1995, 85], [1996, 115], [1997, 125], [1998, 155], [1999, 205], [2000, 210], [2001, 250], [2002, 275], [2003, 305], [2004, 325], [2005, 410], [2006, 540], [2007, 620], [2008, 650], [2009, 735], [2010, 875], [2011, 1095], [2012, 1680], [2013, 1915], [2014, 2330], [2015, 2315], [2016, 2485], [2017, 2335], [2018, 2495], [2019, 2640], [2020, 2605], [2021, 2590], [2022, 2805], [2023, 2745], [2024, 2765]]",0.3044424529509666,23465.0,4.877906813582471,1.1516843992545236,/e.dɛn/,0.29704380861925683,"[{""name"": ""eden"", ""relative_frequency"": 0.9273418022082394}, {""name"": ""\u00e9den"", ""relative_frequency"": 0.07265819779176065}]"
edgar,7475,"[[1941, 50], [1942, 40], [1943, 20], [1944, 30], [1945, 15], [1946, 25], [1947, 25], [1948, 30], [1949, 30], [1950, 35], [1951, 35], [1952, 35], [1953, 30], [1954, 30], [1955, 30], [1956, 20], [1957, 20], [1958, 15], [1959, 10], [1960, 20], [1961, 15], [1962, 10], [1963, 10], [1964, 10], [1965, 15], [1966, 15], [1967, 15], [1968, 25], [1969, 25], [1970, 20], [1971, 25], [1972, 25], [1973, 15], [1974, 15], [1975, 15], [1976, 15], [1977, 10], [1978, 20], [1979, 15], [1980, 25], [1981, 25], [1982, 10], [1983, 15], [1984, 10], [1985, 20], [1986, 15], [1987, 20], [1988, 25], [1989, 25], [1990, 20], [1991, 35], [1992, 75], [1993, 70], [1994, 80], [1995, 110], [1996, 95], [1997, 130], [1998, 110], [1999, 160], [2000, 200], [2001, 185], [2002, 210], [2003, 210], [2004, 250], [2005, 220], [2006, 260], [2007, 230], [2008, 270], [2009, 265], [2010, 260], [2011, 260], [2012, 240], [2013, 300], [2014, 315], [2015, 260], [2016, 245], [2017, 235], [2018, 170], [2019, 180], [2020, 170], [2021, 175], [2022, 145], [2023, 135], [2024, 150]]",0.0,1605.0,0.3336475787683727,0.22042864894194247,/ɛd.ɡaʁ/,0.0,"[{""name"": ""edgar"", ""relative_frequency"": 1.0}]"
edouard,33265,"[[1941, 515], [1942, 490], [1943, 495], [1944, 425], [1945, 410], [1946, 525], [1947, 510], [1948, 480], [1949, 465], [1950, 405], [1951, 325], [1952, 360], [1953, 290], [1954, 300], [1955, 280], [1956, 280], [1957, 250], [1958, 235], [1959, 245], [1960, 220], [1961, 260], [1962, 245], [1963, 245], [1964, 255], [1965, 315], [1966, 240], [1967, 255], [1968, 265], [1969, 265], [1970, 310], [1971, 325], [1972, 310], [1973, 330], [1974, 325], [1975, 345], [1976, 325], [1977, 335], [1978, 395], [1979, 480], [1980, 530], [1981, 480], [1982, 565], [1983, 540], [1984, 560], [1985, 615], [1986, 635], [1987, 720], [1988, 810], [1989, 790], [1990, 760], [1991, 770], [1992, 680], [1993, 720], [1994, 570], [1995, 460], [1996, 470], [1997, 460], [1998, 415], [1999, 455], [2000, 390], [2001, 395], [2002, 360], [2003, 365], [2004, 420], [2005, 370], [2006, 360], [2007, 315], [2008, 315], [2009, 325], [2010, 345], [2011, 350], [2012, 345], [2013, 330], [2014, 315], [2015, 295], [2016, 305], [2017, 295], [2018, 285], [2019, 255], [2020, 250], [2021, 240], [2022, 275], [2023, 210], [2024, 220]]",0.0024049301067187736,2335.0,0.4854000600773522,0.980944348769728,/e.dwaʁ/,0.0023154848046309695,"[{""name"": ""edouard"", ""relative_frequency"": 0.9628075253256151}, {""name"": ""\u00e9douard"", ""relative_frequency"": 0.03719247467438495}]"
edward,2395,"[[1941, 20], [1942, 10], [1943, 20], [1944, 20], [1945, 40], [1946, 20], [1947, 25], [1948, 25], [1949, 20], [1950, 20], [1951, 10], [1952, 20], [1953, 25], [1954, 25], [1955, 30], [1956, 30], [1957, 30], [1958, 35], [1959, 25], [1960, 20], [1961, 25], [1962, 20], [1963, 25], [1964, 35], [1965, 15], [1966, 20], [1967, 15], [1968, 15], [1969, 15], [1970, 20], [1971, 20], [1972, 15], [1973, 15], [1974, 20], [1975, 20], [1976, 20], [1977, 15], [1978, 15], [1979, 30], [1980, 10], [1981, 15], [1982, 20], [1983, 25], [1984, 35], [1985, 25], [1986, 15], [1987, 25], [1988, 30], [1989, 25], [1990, 25], [1991, 40], [1992, 45], [1993, 40], [1994, 30], [1995, 20], [1996, 20], [1997, 25], [1998, 25], [1999, 20], [2000, 15], [2001, 20], [2002, 20], [2003, 20], [2004, 25], [2005, 15], [2006, 20], [2007, 10], [2008, 15], [2009, 45], [2010, 50], [2011, 40], [2012, 50], [2013, 50], [2014, 50], [2015, 50], [2016, 55], [2017, 55], [2018, 55], [2019, 65], [2020, 60], [2021, 65], [2022, 70], [2023, 40], [2024, 75]]",0.0,540.0,0.11225526014636839,0.07062563400882305,/ɛd.waʁd/,0.0,"[{""name"": ""edward"", ""relative_frequency"": 1.0}]"
eileen,1795,"[[1950, 5], [1957, 5], [1959, 5], [1976, 5], [1979, 5], [1980, 5], [1981, 5], [1982, 5], [1983, 5], [1984, 5], [1985, 5], [1986, 5], [1987, 5], [1988, 15], [1989, 30], [1990, 30], [1991, 25], [1992, 15], [1993, 15], [1994, 10], [1995, 15], [1996, 15], [1997, 10], [1998, 20], [1999, 15], [2000, 25], [2001, 15], [2002, 30], [2003, 35], [2004, 45], [2005, 60], [2006, 80], [2007, 85], [2008, 70], [2009, 70], [2010, 85], [2011, 70], [2012, 85], [2013, 60], [2014, 75], [2015, 65], [2016, 70], [2017, 70], [2018, 75], [2019, 60], [2020, 60], [2021, 60], [2022, 65], [2023, 50], [2024, 50]]",1.0,560.0,0.11641286237401166,0.052932364528533345,/aj.lin/,1.0,"[{""name"": ""ayleen"", ""relative_frequency"": 0.08006279434850863}, {""name"": ""aylin"", ""relative_frequency"": 0.34850863422291994}, {""name"": ""ayline"", ""relative_frequency"": 0.3835688121402407}, {""name"": ""eileen"", ""relative_frequency"": 0.1878597592883307}]"
el,3620,"[[1947, 5], [1950, 5], [1951, 5], [1953, 5], [1955, 5], [1956, 5], [1957, 5], [1958, 10], [1959, 10], [1960, 10], [1961, 20], [1962, 20], [1963, 10], [1964, 15], [1965, 15], [1966, 20], [1967, 15], [1968, 15], [1969, 15], [1970, 25], [1971, 30], [1972, 25], [1973, 25], [1974, 40], [1975, 40], [1976, 40], [1977, 40], [1978, 60], [1979, 50], [1980, 55], [1981, 85], [1982, 80], [1983, 70], [1984, 85], [1985, 70], [1986, 55], [1987, 65], [1988, 75], [1989, 60], [1990, 65], [1991, 65], [1992, 55], [1993, 55], [1994, 55], [1995, 45], [1996, 45], [1997, 45], [1998, 55], [1999, 60], [2000, 50], [2001, 55], [2002, 65], [2003, 80], [2004, 60], [2005, 75], [2006, 75], [2007, 70], [2008, 60], [2009, 65], [2010, 75], [2011, 65], [2012, 80], [2013, 70], [2014, 55], [2015, 75], [2016, 95], [2017, 75], [2018, 75], [2019, 80], [2020, 85], [2021, 80], [2022, 65], [2023, 85], [2024, 75]]",0.08977900552486189,715.0,0.14863427963824702,0.10674939253108118,/ɛl/,0.08977900552486189,"[{""name"": ""el"", ""relative_frequency"": 1.0}]"
ela,2720,"[[1986, 5], [1988, 5], [1989, 5], [1990, 5], [1991, 5], [1994, 5], [1995, 5], [1996, 5], [1997, 10], [1998, 5], [1999, 10], [2000, 5], [2001, 10], [2002, 20], [2003, 20], [2004, 45], [2005, 55], [2006, 75], [2007, 105], [2008, 155], [2009, 135], [2010, 150], [2011, 135], [2012, 170], [2013, 145], [2014, 130], [2015, 135], [2016, 100], [2017, 145], [2018, 110], [2019, 130], [2020, 130], [2021, 150], [2022, 140], [2023, 125], [2024, 135]]",1.0,1165.0,0.2421803297602207,0.08020948831064663,/e.la/,1.0,"[{""name"": ""ela"", ""relative_frequency"": 1.0}]"
elaïa,1230,"[[2010, 15], [2011, 35], [2012, 55], [2013, 55], [2014, 65], [2015, 70], [2016, 65], [2017, 75], [2018, 95], [2019, 100], [2020, 100], [2021, 130], [2022, 120], [2023, 140], [2024, 110]]",1.0,935.0,0.19436790414232305,0.03627120243459388,/e.la.i.a/,1.0,"[{""name"": ""ela\u00efa"", ""relative_frequency"": 1.0}]"
eleanor,1685,"[[1982, 5], [1985, 5], [1986, 5], [1987, 5], [1989, 5], [1990, 10], [1991, 5], [1992, 15], [1993, 15], [1994, 10], [1995, 5], [1996, 10], [1997, 15], [1998, 15], [1999, 25], [2000, 10], [2001, 20], [2002, 25], [2003, 50], [2004, 70], [2005, 60], [2006, 65], [2007, 85], [2008, 60], [2009, 80], [2010, 65], [2011, 45], [2012, 50], [2013, 50], [2014, 60], [2015, 75], [2016, 90], [2017, 75], [2018, 80], [2019, 70], [2020, 65], [2021, 75], [2022, 75], [2023, 60], [2024, 75]]",1.0,665.0,0.13824027406913886,0.049688598457146904,/e.le.a.nɔʁ/,1.0,"[{""name"": ""eleanor"", ""relative_frequency"": 0.35548523206751054}, {""name"": ""el\u00e9anor"", ""relative_frequency"": 0.17088607594936708}, {""name"": ""el\u00e9anore"", ""relative_frequency"": 0.290084388185654}, {""name"": ""\u00e9l\u00e9anore"", ""relative_frequency"": 0.18354430379746836}]"
elena,26595,"[[1942, 5], [1943, 10], [1944, 5], [1946, 5], [1948, 10], [1949, 5], [1950, 10], [1951, 10], [1952, 5], [1953, 10], [1954, 10], [1955, 5], [1956, 15], [1957, 15], [1958, 30], [1959, 25], [1960, 15], [1961, 30], [1962, 20], [1963, 30], [1964, 45], [1965, 50], [1966, 40], [1967, 35], [1968, 40], [1969, 40], [1970, 50], [1971, 75], [1972, 45], [1973, 60], [1974, 50], [1975, 50], [1976, 45], [1977, 45], [1978, 50], [1979, 55], [1980, 40], [1981, 60], [1982, 55], [1983, 55], [1984, 55], [1985, 65], [1986, 85], [1987, 95], [1988, 110], [1989, 140], [1990, 115], [1991, 140], [1992, 180], [1993, 215], [1994, 175], [1995, 200], [1996, 170], [1997, 210], [1998, 220], [1999, 310], [2000, 375], [2001, 495], [2002, 485], [2003, 575], [2004, 635], [2005, 675], [2006, 815], [2007, 810], [2008, 900], [2009, 950], [2010, 990], [2011, 890], [2012, 900], [2013, 1000], [2014, 1045], [2015, 1230], [2016, 1175], [2017, 1200], [2018, 1230], [2019, 1135], [2020, 1000], [2021, 1085], [2022, 1150], [2023, 1030], [2024, 1080]]",1.0,10085.0,2.0964709232891208,0.7842541697138409,/e.le.na/,1.0,"[{""name"": ""elena"", ""relative_frequency"": 0.491953385127636}, {""name"": ""el\u00e9na"", ""relative_frequency"": 0.14826119126896042}, {""name"": ""helena"", ""relative_frequency"": 0.20033296337402887}, {""name"": ""h\u00e9l\u00e8na"", ""relative_frequency"": 0.03431372549019608}, {""name"": ""h\u00e9l\u00e9na"", ""relative_frequency"": 0.05697373288938217}, {""name"": ""\u00e9l\u00e9na"", ""relative_frequency"": 0.06816500184979653}]"
eli,1980,"[[1959, 5], [1975, 5], [1977, 5], [1980, 5], [1983, 5], [1984, 5], [1985, 5], [1986, 5], [1987, 5], [1988, 5], [1991, 5], [1992, 5], [1993, 15], [1994, 10], [1995, 10], [1996, 5], [1997, 15], [1998, 15], [1999, 15], [2000, 15], [2001, 20], [2002, 25], [2003, 25], [2004, 25], [2005, 25], [2006, 40], [2007, 35], [2008, 35], [2009, 35], [2010, 55], [2011, 55], [2012, 70], [2013, 75], [2014, 85], [2015, 85], [2016, 100], [2017, 100], [2018, 105], [2019, 130], [2020, 150], [2021, 145], [2022, 120], [2023, 155], [2024, 125]]",0.05808080808080808,1130.0,0.23490452586184496,0.058387789284956006,/e.li/,0.07894736842105263,"[{""name"": ""eli"", ""relative_frequency"": 0.07776904948939513}, {""name"": ""elie"", ""relative_frequency"": 0.7651217596229379}, {""name"": ""ely"", ""relative_frequency"": 0.06834249803613511}, {""name"": ""\u00e9lie"", ""relative_frequency"": 0.08876669285153181}]"
elia,7715,"[[1941, 5], [1942, 10], [1943, 5], [1944, 10], [1945, 5], [1946, 10], [1947, 5], [1948, 10], [1949, 10], [1950, 5], [1951, 5], [1952, 5], [1953, 5], [1954, 5], [1956, 5], [1957, 5], [1958, 10], [1959, 5], [1960, 5], [1961, 5], [1962, 5], [1963, 5], [1964, 10], [1965, 5], [1966, 10], [1967, 5], [1968, 5], [1969, 10], [1970, 15], [1971, 10], [1972, 10], [1973, 10], [1974, 15], [1975, 15], [1976, 10], [1977, 10], [1978, 10], [1979, 10], [1980, 10], [1981, 15], [1982, 15], [1983, 10], [1984, 15], [1985, 15], [1986, 25], [1987, 25], [1988, 25], [1989, 40], [1990, 30], [1991, 35], [1992, 40], [1993, 40], [1994, 30], [1995, 60], [1996, 75], [1997, 70], [1998, 85], [1999, 100], [2000, 150], [2001, 130], [2002, 155], [2003, 190], [2004, 195], [2005, 220], [2006, 270], [2007, 260], [2008, 250], [2009, 280], [2010, 290], [2011, 275], [2012, 315], [2013, 295], [2014, 315], [2015, 320], [2016, 360], [2017, 325], [2018, 310], [2019, 320], [2020, 285], [2021, 305], [2022, 300], [2023, 280], [2024, 260]]",0.9410239792611795,2745.0,0.5706309057440393,0.22750595673405835,/e.lja/,0.953023488255872,"[{""name"": ""elia"", ""relative_frequency"": 0.7711144427786107}, {""name"": ""\u00e9lia"", ""relative_frequency"": 0.1359320339830085}, {""name"": ""\u00e9lya"", ""relative_frequency"": 0.09295352323838081}]"
eliakim,710,"[[1990, 5], [1991, 5], [1994, 5], [1996, 5], [1999, 5], [2001, 5], [2002, 5], [2003, 5], [2005, 5], [2006, 10], [2007, 5], [2008, 10], [2009, 15], [2010, 5], [2011, 10], [2012, 15], [2013, 10], [2014, 35], [2015, 35], [2016, 45], [2017, 55], [2018, 70], [2019, 70], [2020, 60], [2021, 40], [2022, 55], [2023, 70], [2024, 50]]",0.014084507042253521,515.0,0.10705825736181429,0.020937035551676142,/e.lja.kim/,0.014084507042253521,"[{""name"": ""eliakim"", ""relative_frequency"": 1.0}]"
eliam,835,"[[1986, 5], [2000, 5], [2001, 5], [2002, 5], [2003, 5], [2004, 10], [2005, 10], [2006, 10], [2007, 15], [2008, 10], [2009, 15], [2010, 10], [2011, 20], [2012, 25], [2013, 30], [2014, 45], [2015, 45], [2016, 55], [2017, 60], [2018, 60], [2019, 65], [2020, 55], [2021, 65], [2022, 70], [2023, 50], [2024, 85]]",0.0,565.0,0.11745226293092248,0.02462313336006983,/e.ljam/,0.0,"[{""name"": ""eliam"", ""relative_frequency"": 1.0}]"
elian,3675,"[[1941, 10], [1942, 5], [1943, 5], [1944, 10], [1945, 10], [1946, 20], [1947, 20], [1948, 25], [1949, 35], [1950, 35], [1951, 30], [1952, 35], [1953, 30], [1954, 30], [1955, 30], [1956, 35], [1957, 40], [1958, 25], [1959, 25], [1960, 25], [1961, 30], [1962, 15], [1963, 40], [1964, 30], [1965, 20], [1966, 20], [1967, 30], [1968, 35], [1969, 25], [1970, 25], [1971, 15], [1972, 15], [1973, 20], [1974, 20], [1975, 20], [1976, 10], [1977, 15], [1978, 20], [1979, 15], [1980, 30], [1981, 15], [1982, 15], [1983, 25], [1984, 20], [1985, 15], [1986, 25], [1987, 20], [1988, 25], [1989, 25], [1990, 30], [1991, 30], [1992, 30], [1993, 25], [1994, 30], [1995, 30], [1996, 45], [1997, 50], [1998, 40], [1999, 60], [2000, 95], [2001, 85], [2002, 110], [2003, 105], [2004, 105], [2005, 95], [2006, 145], [2007, 100], [2008, 120], [2009, 115], [2010, 100], [2011, 100], [2012, 85], [2013, 80], [2014, 70], [2015, 70], [2016, 85], [2017, 60], [2018, 70], [2019, 85], [2020, 60], [2021, 60], [2022, 55], [2023, 55], [2024, 80]]",0.0013605442176870747,610.0,0.12680686794311985,0.1083712755667744,/e.ljɑ̃/,0.0013605442176870747,"[{""name"": ""elian"", ""relative_frequency"": 1.0}]"
eliana,3085,"[[1954, 5], [1955, 5], [1957, 5], [1958, 5], [1959, 5], [1961, 5], [1962, 10], [1963, 10], [1964, 10], [1965, 5], [1966, 5], [1967, 5], [1971, 5], [1973, 5], [1979, 5], [1980, 5], [1981, 5], [1983, 5], [1985, 5], [1987, 5], [1989, 5], [1990, 5], [1991, 5], [1992, 5], [1993, 5], [1994, 5], [1995, 5], [1996, 5], [1997, 10], [1998, 10], [1999, 10], [2000, 15], [2001, 15], [2002, 30], [2003, 25], [2004, 25], [2005, 40], [2006, 40], [2007, 50], [2008, 65], [2009, 75], [2010, 100], [2011, 115], [2012, 135], [2013, 150], [2014, 170], [2015, 185], [2016, 180], [2017, 230], [2018, 205], [2019, 170], [2020, 150], [2021, 180], [2022, 175], [2023, 175], [2024, 200]]",1.0,1665.0,0.3461203854513025,0.09097289391115619,/e.lja.na/,1.0,"[{""name"": ""eliana"", ""relative_frequency"": 0.566574839302112}, {""name"": ""elyana"", ""relative_frequency"": 0.43342516069788795}]"
elias,16010,"[[1949, 5], [1950, 5], [1951, 5], [1953, 5], [1957, 5], [1958, 5], [1962, 5], [1963, 5], [1965, 5], [1966, 10], [1967, 10], [1968, 5], [1969, 5], [1970, 10], [1971, 10], [1972, 5], [1973, 5], [1974, 10], [1975, 10], [1976, 5], [1977, 10], [1978, 10], [1979, 10], [1980, 10], [1981, 10], [1982, 20], [1983, 10], [1984, 15], [1985, 20], [1986, 20], [1987, 30], [1988, 35], [1989, 40], [1990, 75], [1991, 75], [1992, 115], [1993, 140], [1994, 170], [1995, 185], [1996, 210], [1997, 230], [1998, 260], [1999, 285], [2000, 360], [2001, 415], [2002, 460], [2003, 535], [2004, 555], [2005, 585], [2006, 670], [2007, 670], [2008, 695], [2009, 630], [2010, 590], [2011, 550], [2012, 625], [2013, 550], [2014, 590], [2015, 550], [2016, 580], [2017, 635], [2018, 595], [2019, 570], [2020, 525], [2021, 525], [2022, 505], [2023, 450], [2024, 480]]",0.0009369144284821987,4865.0,1.0113367418742263,0.4721154072990634,/e.ljas/,0.0007100591715976331,"[{""name"": ""elias"", ""relative_frequency"": 0.7578698224852071}, {""name"": ""elyas"", ""relative_frequency"": 0.19928994082840237}, {""name"": ""\u00e9lias"", ""relative_frequency"": 0.04284023668639053}]"
elie,19480,"[[1941, 280], [1942, 240], [1943, 235], [1944, 230], [1945, 220], [1946, 305], [1947, 255], [1948, 280], [1949, 225], [1950, 225], [1951, 195], [1952, 180], [1953, 145], [1954, 170], [1955, 155], [1956, 160], [1957, 165], [1958, 165], [1959, 155], [1960, 140], [1961, 155], [1962, 120], [1963, 130], [1964, 130], [1965, 105], [1966, 110], [1967, 90], [1968, 105], [1969, 95], [1970, 85], [1971, 95], [1972, 100], [1973, 95], [1974, 75], [1975, 65], [1976, 80], [1977, 85], [1978, 90], [1979, 95], [1980, 130], [1981, 125], [1982, 135], [1983, 160], [1984, 150], [1985, 165], [1986, 185], [1987, 215], [1988, 240], [1989, 255], [1990, 270], [1991, 270], [1992, 295], [1993, 330], [1994, 300], [1995, 310], [1996, 320], [1997, 305], [1998, 305], [1999, 280], [2000, 380], [2001, 320], [2002, 395], [2003, 345], [2004, 305], [2005, 335], [2006, 415], [2007, 400], [2008, 365], [2009, 370], [2010, 350], [2011, 385], [2012, 410], [2013, 355], [2014, 330], [2015, 330], [2016, 335], [2017, 340], [2018, 315], [2019, 325], [2020, 345], [2021, 355], [2022, 300], [2023, 315], [2024, 285]]",0.045431211498973306,2915.0,0.6059705246790071,0.5744414824600722,/e.li/,0.07894736842105263,"[{""name"": ""eli"", ""relative_frequency"": 0.07776904948939513}, {""name"": ""elie"", ""relative_frequency"": 0.7651217596229379}, {""name"": ""ely"", ""relative_frequency"": 0.06834249803613511}, {""name"": ""\u00e9lie"", ""relative_frequency"": 0.08876669285153181}]"
elif,5100,"[[1971, 5], [1974, 5], [1975, 5], [1976, 10], [1977, 15], [1978, 15], [1979, 20], [1980, 25], [1981, 25], [1982, 15], [1983, 25], [1984, 30], [1985, 20], [1986, 25], [1987, 35], [1988, 25], [1989, 40], [1990, 40], [1991, 45], [1992, 55], [1993, 50], [1994, 55], [1995, 60], [1996, 60], [1997, 70], [1998, 60], [1999, 80], [2000, 70], [2001, 80], [2002, 60], [2003, 85], [2004, 95], [2005, 100], [2006, 125], [2007, 160], [2008, 145], [2009, 160], [2010, 155], [2011, 200], [2012, 200], [2013, 225], [2014, 260], [2015, 300], [2016, 245], [2017, 280], [2018, 200], [2019, 195], [2020, 175], [2021, 180], [2022, 175], [2023, 150], [2024, 165]]",1.0,1765.0,0.3669083965895189,0.15039279058246244,/e.lif/,1.0,"[{""name"": ""elif"", ""relative_frequency"": 1.0}]"
elijah,4045,"[[1995, 5], [1996, 10], [1997, 20], [1998, 20], [1999, 20], [2000, 30], [2001, 35], [2002, 55], [2003, 70], [2004, 70], [2005, 80], [2006, 95], [2007, 115], [2008, 135], [2009, 145], [2010, 140], [2011, 135], [2012, 155], [2013, 165], [2014, 185], [2015, 165], [2016, 225], [2017, 245], [2018, 205], [2019, 235], [2020, 220], [2021, 245], [2022, 270], [2023, 270], [2024, 280]]",0.07169344870210136,2195.0,0.4562968444838493,0.11928212507961972,/e.li.ʒa/,0.07169344870210136,"[{""name"": ""elijah"", ""relative_frequency"": 1.0}]"
elina,12985,"[[1941, 5], [1942, 5], [1943, 5], [1944, 5], [1946, 10], [1947, 5], [1948, 10], [1949, 5], [1950, 5], [1951, 5], [1952, 5], [1953, 5], [1954, 5], [1955, 5], [1956, 5], [1957, 5], [1958, 5], [1959, 10], [1960, 5], [1961, 5], [1962, 10], [1963, 5], [1964, 5], [1965, 5], [1966, 5], [1967, 5], [1968, 5], [1969, 15], [1970, 5], [1971, 5], [1972, 10], [1973, 10], [1974, 5], [1975, 15], [1976, 10], [1977, 5], [1978, 10], [1979, 20], [1980, 10], [1981, 25], [1982, 25], [1983, 25], [1984, 25], [1985, 30], [1986, 30], [1987, 35], [1988, 45], [1989, 45], [1990, 40], [1991, 40], [1992, 45], [1993, 45], [1994, 55], [1995, 45], [1996, 120], [1997, 145], [1998, 135], [1999, 180], [2000, 200], [2001, 200], [2002, 245], [2003, 290], [2004, 330], [2005, 390], [2006, 540], [2007, 580], [2008, 595], [2009, 555], [2010, 575], [2011, 615], [2012, 600], [2013, 610], [2014, 610], [2015, 580], [2016, 550], [2017, 585], [2018, 510], [2019, 435], [2020, 415], [2021, 430], [2022, 415], [2023, 340], [2024, 380]]",1.0,4060.0,0.8439932522115845,0.3829118403359362,/e.li.na/,1.0,"[{""name"": ""elina"", ""relative_frequency"": 0.6393402264894141}, {""name"": ""elyna"", ""relative_frequency"": 0.22451994091580502}, {""name"": ""\u00e9lina"", ""relative_frequency"": 0.10364352535696701}, {""name"": ""\u00e9lyna"", ""relative_frequency"": 0.03249630723781388}]"
eline,9785,"[[1941, 5], [1942, 5], [1943, 5], [1944, 10], [1945, 5], [1947, 5], [1948, 5], [1949, 5], [1950, 5], [1951, 5], [1952, 5], [1953, 5], [1955, 5], [1956, 5], [1957, 10], [1958, 5], [1959, 5], [1961, 5], [1962, 5], [1964, 10], [1965, 5], [1967, 5], [1969, 5], [1970, 5], [1973, 5], [1974, 10], [1975, 15], [1976, 10], [1977, 15], [1978, 10], [1979, 15], [1980, 25], [1981, 30], [1982, 30], [1983, 40], [1984, 20], [1985, 40], [1986, 40], [1987, 45], [1988, 50], [1989, 55], [1990, 55], [1991, 75], [1992, 65], [1993, 85], [1994, 80], [1995, 75], [1996, 90], [1997, 95], [1998, 105], [1999, 115], [2000, 150], [2001, 150], [2002, 160], [2003, 200], [2004, 225], [2005, 235], [2006, 350], [2007, 350], [2008, 435], [2009, 395], [2010, 415], [2011, 420], [2012, 410], [2013, 370], [2014, 405], [2015, 385], [2016, 410], [2017, 370], [2018, 365], [2019, 345], [2020, 390], [2021, 380], [2022, 330], [2023, 320], [2024, 390]]",1.0,3300.0,0.6860043675611401,0.2885477364410578,/e.lin/,1.0,"[{""name"": ""eline"", ""relative_frequency"": 0.5783096926713948}, {""name"": ""elyne"", ""relative_frequency"": 0.2910756501182033}, {""name"": ""\u00e9line"", ""relative_frequency"": 0.13061465721040189}]"
